delta_B,lambda_S,phi_K,k0,k1,gamma_S,objective,success,message
0.9165909210993525,0.1934280226344944,3.375095688203207,1.6104744909929718,5.0,0.8049711465465312,35.47755157543339,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
